"CO_PROCEDIMENTO";"NO_PROCEDIMENTO";"TP_COMPLEXIDADE";"TP_SEXO";"QT_MAXIMA_EXECUCAO";"QT_DIAS_PERMANENCIA";"QT_PONTOS";"VL_IDADE_MINIMA";"VL_IDADE_MAXIMA";"VL_SH";"VL_SA";"VL_SP";"CO_FINANCIAMENTO";"CO_RUBRICA";"QT_TEMPO_PERMANENCIA";"DT_COMPETENCIA"
"0406011320";"BANDAGEM DA ARTERIA PULMONAR (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                                      ";"3";"I";"0001";"0005";"0650";"0000";"0227";"0000796032";"0000000000";"0000428633";"04";"040049";"9999";"201806"
"0406011338";"CORRECAO DE COARCTACAO DA AORTA (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                                   ";"3";"I";"0001";"0005";"0650";"0000";"0227";"0000674335";"0000000000";"0000363103";"04";"040049";"9999";"201806"
"0406011346";"CORRECAO DE DRENAGEM ANOMALA DO RETORNO SISTEMICO (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                 ";"3";"I";"0001";"0008";"0950";"0000";"0227";"0001076250";"0000000000";"0000579519";"04";"040049";"9999";"201806"
"0406011354";"CORREÇÃO DE DRENAGEM ANOMALA PARCIAL DE VEIAS PULMONARES (CRIANÇA E ADOLESCENTE)                                                                                                                                                                          ";"3";"I";"0001";"0008";"0950";"0000";"0227";"0000823857";"0000000000";"0000443615";"04";"040049";"9999";"201806"
"0406011362";"CORRECAO DE ESTENOSE MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                             ";"3";"I";"0001";"0008";"0950";"0000";"0227";"0001278181";"0000000000";"0000688251";"04";"040049";"9999";"201806"
"0406011370";"CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                                ";"3";"I";"0001";"0005";"0650";"0000";"0227";"0000711660";"0000000000";"0000383202";"04";"040049";"9999";"201806"
"0406011389";"CORRECAO DE FISTULA AORTO-CAVITARIAS (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                              ";"3";"I";"0001";"0008";"0950";"0000";"0227";"0000954553";"0000000000";"0000513990";"04";"040049";"9999";"201806"
"0406011397";"CORREÇÃO DE HIPERTROFIA SEPTAL ASSIMETRICA (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                        ";"3";"I";"0001";"0008";"0950";"0000";"0227";"0001179780";"0000000000";"0000635266";"04";"040049";"9999";"201806"
"0406011400";"CORRECAO DE INSUFICIENCIA DA VALVULA TRICUSPIDE (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                   ";"3";"I";"0001";"0008";"0950";"0000";"0227";"0001179780";"0000000000";"0000635266";"04";"040049";"9999";"201806"
"0406011419";"CORRECAO DE INSUFICIENCIA MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                        ";"3";"I";"0001";"0008";"0950";"0000";"0227";"0001076240";"0000000000";"0000579514";"04";"040049";"9999";"201806"
"0406011427";"CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                        ";"3";"I";"0001";"0005";"0650";"0000";"0227";"0000335159";"0000000000";"0000192303";"04";"040049";"9999";"201806"
"0406011435";"CORRECAO DO CANAL ATRIO-VENTRICULAR PARCIAL / INTERMEDIARIO (CRIANÇA E ADOLESCENTE)                                                                                                                                                                       ";"3";"I";"0001";"0008";"0950";"0000";"0227";"0000954553";"0000000000";"0000513990";"04";"040049";"9999";"201806"
"0406011443";"CORRECOES DE ANOMALIAS DO ARCO AORTICO (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                            ";"3";"I";"0001";"0005";"0650";"0000";"0227";"0000844377";"0000000000";"0000454665";"04";"040049";"9999";"201806"
"0406011451";"FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                             ";"3";"I";"0001";"0005";"0650";"0000";"0227";"0000580964";"0000000000";"0000336537";"04";"040049";"9999";"201806"
"0406011460";"FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                        ";"3";"I";"0001";"0005";"0650";"0000";"0227";"0000711660";"0000000000";"0000383202";"04";"040049";"9999";"201806"
"0406011478";"IMPLANTE C/ TROCA DE POSICAO DE VALVAS (CIRURGIA DE ROSS) (CRIANÇA E ADOLESCENTE)                                                                                                                                                                         ";"3";"I";"0001";"0005";"0950";"0000";"0227";"0000750180";"0000000000";"0000432119";"04";"040049";"9999";"201806"
"0406011486";"LIGADURA DE FISTULA SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                            ";"3";"I";"0001";"0005";"0650";"0000";"0227";"0000747685";"0000000000";"0000402600";"04";"040049";"9999";"201806"
"0406011494";"RESSECCAO DE MEMBRANA SUB-AORTICA (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                                 ";"3";"I";"0001";"0005";"0650";"0000";"0227";"0000711660";"0000000000";"0000383202";"04";"040049";"9999";"201806"
"0406011508";"ANASTOMOSE SISTEMICO PULMONAR COM CEC (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                             ";"3";"I";"0001";"0015";"0650";"0000";"0227";"0000547724";"0000000000";"0000294928";"04";"040049";"9999";"201806"
"0406011516";"CORRECAO DE COARCTACAO DA AORTA COM CEC (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                           ";"3";"I";"0001";"0013";"0650";"0000";"0227";"0000572270";"0000000000";"0000308145";"04";"040049";"9999";"201806"
"0406020019";"ANASTOMOSE ESPLENO-RENAL / OUTRA DERIVACAO CENTRAL                                                                                                                                                                                                        ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000082664";"0000000000";"0000031116";"06";"      ";"9999";"201806"
"0406020027";"ANASTOMOSE LINFOVENOSA                                                                                                                                                                                                                                    ";"3";"I";"0001";"0003";"0300";"0000";"1571";"0000080014";"0000000000";"0000034275";"06";"      ";"9999";"201806"
"0406020035";"ANASTOMOSE PORTO-CAVA                                                                                                                                                                                                                                     ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000082091";"0000000000";"0000043342";"06";"      ";"9999";"201806"
"0406020043";"ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL                                                                                                                                                                                                            ";"3";"I";"0001";"0005";"0650";"0000";"1571";"0000124064";"0000000000";"0000038162";"06";"      ";"9999";"201806"
"0406020051";"ANEURISMECTOMIA TORACO-ABDOMINAL                                                                                                                                                                                                                          ";"3";"I";"0001";"0005";"0950";"0000";"1571";"0000282437";"0000000000";"0000133084";"06";"      ";"9999";"201806"
"0406020078";"IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL)                                                                                                                                                       ";"3";"I";"0001";"0001";"0250";"0000";"1571";"0000031944";"0000000000";"0000010920";"06";"      ";"9999";"201806"
"0406020086";"CONFECCAO DE FISTULA ARTERIOVENOSA P/ ACESSO                                                                                                                                                                                                              ";"2";"I";"9999";"9999";"0100";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0406020094";"DISSECCAO DE VEIA / ARTERIA                                                                                                                                                                                                                               ";"2";"I";"0002";"9999";"0010";"0000";"1571";"0000000000";"0000000619";"0000000000";"06";"      ";"9999";"201806"
"0406020108";"DISSECCAO RADICAL DO PESCOCO                                                                                                                                                                                                                              ";"2";"I";"0001";"0003";"0300";"0360";"1571";"0000029256";"0000000000";"0000022484";"06";"      ";"9999";"201806"
"0406020116";"DRENAGEM DE GANGLIO LINFATICO                                                                                                                                                                                                                             ";"2";"I";"0001";"0002";"0050";"0000";"1571";"0000002755";"0000000000";"0000006930";"06";"      ";"9999";"201806"
"0406020124";"EMBOLECTOMIA ARTERIAL                                                                                                                                                                                                                                     ";"2";"I";"0001";"0005";"0450";"0000";"1571";"0000114534";"0000000000";"0000038541";"06";"      ";"9999";"201806"
"0406020132";"EXCISAO E SUTURA DE HEMANGIOMA                                                                                                                                                                                                                            ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002986";"0000000000";"06";"      ";"9999";"201806"
"0406020140";"EXCISAO E SUTURA DE LINFANGIOMA / NEVUS                                                                                                                                                                                                                   ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002986";"0000000000";"06";"      ";"9999";"201806"
"0406020159";"EXERESE DE GANGLIO LINFATICO                                                                                                                                                                                                                              ";"2";"I";"0001";"0002";"0050";"0000";"1571";"0000006869";"0000000000";"0000001945";"06";"      ";"9999";"201806"
"0406020167";"FASCIOTOMIA P/ DESCOMPRESSAO                                                                                                                                                                                                                              ";"2";"I";"0001";"0003";"0250";"0000";"1571";"0000031230";"0000000000";"0000021591";"06";"      ";"9999";"201806"
"0406020183";"LINFADENECTOMIA MEDIASTINAL                                                                                                                                                                                                                               ";"2";"I";"9999";"9999";"0050";"0000";"1571";"0000000000";"0000000000";"0000000000";"06";"      ";"9999";"201806"
"0406020191";"LINFADENECTOMIA PELVICA                                                                                                                                                                                                                                   ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000025112";"0000000000";"0000019147";"06";"      ";"9999";"201806"
"0406020205";"LINFADENECTOMIA PROFUNDA                                                                                                                                                                                                                                  ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003839";"0000000000";"06";"      ";"9999";"201806"
"0406020213";"LINFADENECTOMIA RADICAL AXILAR BILATERAL                                                                                                                                                                                                                  ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000031975";"0000000000";"0000026817";"06";"      ";"9999";"201806"
"0406020221";"LINFADENECTOMIA RADICAL AXILAR UNILATERAL                                                                                                                                                                                                                 ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000028194";"0000000000";"0000024835";"06";"      ";"9999";"201806"
"0406020230";"LINFADENECTOMIA RADICAL CERVICAL BILATERAL                                                                                                                                                                                                                ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000026192";"0000000000";"0000022062";"06";"      ";"9999";"201806"
"0406020248";"LINFADENECTOMIA RADICAL CERVICAL UNILATERAL                                                                                                                                                                                                               ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000025470";"0000000000";"0000024501";"06";"      ";"9999";"201806"
"0406020256";"LINFADENECTOMIA RADICAL INGUINAL BILATERAL                                                                                                                                                                                                                ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000026648";"0000000000";"0000026269";"06";"      ";"9999";"201806"
"0406020264";"LINFADENECTOMIA RADICAL INGUINAL UNILATERAL                                                                                                                                                                                                               ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000026149";"0000000000";"0000024497";"06";"      ";"9999";"201806"
"0406020272";"LINFADENECTOMIA RADICAL VULVAR                                                                                                                                                                                                                            ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000026241";"0000000000";"0000024497";"06";"      ";"9999";"201806"
"0406020280";"LINFADENECTOMIA RETROPERITONIAL                                                                                                                                                                                                                           ";"2";"I";"0001";"0003";"0300";"0000";"1571";"0000027547";"0000000000";"0000031201";"06";"      ";"9999";"201806"
"0406020299";"LINFADENECTOMIA SUPERFICIAL                                                                                                                                                                                                                               ";"2";"I";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001692";"0000000000";"06";"      ";"9999";"201806"
"0406020302";"PLASTIA ARTERIAL C/ REMENDO (QUALQUER TECNICA)                                                                                                                                                                                                            ";"3";"I";"0001";"0003";"0550";"0000";"1571";"0000108235";"0000000000";"0000037526";"06";"      ";"9999";"201806"
"0406020310";"PONTE AXILO-BIFEMURAL                                                                                                                                                                                                                                     ";"3";"I";"0001";"0003";"0450";"0000";"1571";"0000108054";"0000000000";"0000037703";"06";"      ";"9999";"201806"
"0406020329";"PONTE AXILO-FEMURAL                                                                                                                                                                                                                                       ";"3";"I";"0001";"0003";"0450";"0000";"1571";"0000108054";"0000000000";"0000037703";"06";"      ";"9999";"201806"
"0406020337";"PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS                                                                                                                                                                                                                 ";"3";"I";"0001";"0005";"0550";"0000";"1571";"0000079742";"0000000000";"0000043334";"06";"      ";"9999";"201806"
"0406020345";"PONTE FEMORO-FEMURAL CRUZADA                                                                                                                                                                                                                              ";"3";"I";"0001";"0005";"0450";"0000";"1571";"0000108054";"0000000000";"0000037703";"06";"      ";"9999";"201806"
"0406020353";"PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL                                                                                                                                                                                                                 ";"3";"I";"0002";"0005";"0450";"0000";"1571";"0000110377";"0000000000";"0000035448";"06";"      ";"9999";"201806"
"0406020361";"PONTE-TROMBOENDARTERECTOMIA AORTO-ILIACA                                                                                                                                                                                                                  ";"3";"I";"0001";"0005";"0450";"0000";"1571";"0000110377";"0000000000";"0000035448";"06";"      ";"9999";"201806"
"0406020370";"PONTE-TROMBOENDARTERECTOMIA DE CAROTIDA                                                                                                                                                                                                                   ";"3";"I";"0001";"0003";"0450";"0000";"1571";"0000079794";"0000000000";"0000043342";"06";"      ";"9999";"201806"
"0406020388";"PONTE-TROMBOENDARTERECTOMIA ILIACO-FEMURAL                                                                                                                                                                                                                ";"3";"I";"0001";"0005";"0450";"0000";"1571";"0000108054";"0000000000";"0000037703";"06";"      ";"9999";"201806"
"0406020396";"RETIRADA DE PROTESE INFECTADA EM POSICAO AORTO- ABDOMINAL C/ PONTE AXILO FEMURAL/AXILO BIFEMURAL CRUZADO                                                                                                                                                  ";"3";"I";"0001";"0005";"0550";"0000";"1571";"0000082096";"0000000000";"0000043336";"06";"      ";"9999";"201806"
"0406020400";"RETIRADA DE PROTESE INFECTADA EM POSICAO NAO AORTICA                                                                                                                                                                                                      ";"3";"I";"0001";"0005";"0550";"0000";"1571";"0000082096";"0000000000";"0000043336";"06";"      ";"9999";"201806"
"0406020418";"REVASCULARIZACAO DE ARTERIAS VISCERAIS                                                                                                                                                                                                                    ";"3";"I";"0001";"0005";"0450";"0000";"1571";"0000081627";"0000000000";"0000032353";"06";"      ";"9999";"201806"
"0406020426";"REVASCULARIZACAO DO MEMBRO SUPERIOR                                                                                                                                                                                                                       ";"3";"I";"0002";"0005";"0550";"0000";"1571";"0000079742";"0000000000";"0000043334";"06";"      ";"9999";"201806"
"0406020434";"REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA DE OUTRAS ARTERIAS DISTAIS                                                                                                                                                                             ";"3";"I";"0002";"0003";"0450";"0000";"1571";"0000080014";"0000000000";"0000034275";"06";"      ";"9999";"201806"
"0406020442";"REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLITEA DISTAL                                                                                                                                                                                 ";"3";"I";"0002";"0003";"0300";"0000";"1571";"0000108054";"0000000000";"0000037703";"06";"      ";"9999";"201806"
"0406020450";"REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLITEA PROXIMAL                                                                                                                                                                               ";"3";"I";"0002";"0003";"0300";"0000";"1571";"0000108054";"0000000000";"0000037703";"06";"      ";"9999";"201806"
"0406020469";"TRANSPLANTE DE SEGMENTO VENOSO VALVULADO                                                                                                                                                                                                                  ";"3";"I";"0001";"0003";"0650";"0000";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406020477";"TRANSPOSICAO DE VEIAS DO SISTEMA VENOSO PROFUNDO                                                                                                                                                                                                          ";"3";"I";"0001";"0003";"0650";"0000";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406020485";"TRATAMENTO CIRURGICO DE ANEURISMAS DAS ARTERIAS VISCERAIS                                                                                                                                                                                                 ";"3";"I";"0001";"0005";"0450";"0000";"1571";"0000081627";"0000000000";"0000032353";"06";"      ";"9999";"201806"
"0406020493";"TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DA REGIAO CERVICAL                                                                                                                                                                                  ";"2";"I";"0001";"0004";"0150";"0000";"1571";"0000031238";"0000000000";"0000029462";"06";"      ";"9999";"201806"
"0406020507";"TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO INFERIOR BILATERAL                                                                                                                                                                        ";"2";"I";"0002";"0004";"0150";"0000";"1571";"0000031238";"0000000000";"0000029462";"06";"      ";"9999";"201806"
"0406020515";"TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO INFERIOR UNILATERAL                                                                                                                                                                       ";"2";"I";"0002";"0004";"0150";"0000";"1571";"0000030038";"0000000000";"0000026862";"06";"      ";"9999";"201806"
"0406020523";"TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO SUPERIOR BILATERAL                                                                                                                                                                        ";"2";"I";"0002";"0004";"0150";"0000";"1571";"0000031238";"0000000000";"0000029462";"06";"      ";"9999";"201806"
"0406020531";"TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO SUPERIOR UNILATERAL                                                                                                                                                                       ";"2";"I";"0002";"0004";"0150";"0000";"1571";"0000030038";"0000000000";"0000026862";"06";"      ";"9999";"201806"
"0406020540";"TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DO ABDOMEN                                                                                                                                                                                          ";"2";"I";"0001";"0005";"0250";"0000";"1571";"0000109080";"0000000000";"0000036706";"06";"      ";"9999";"201806"
"0406020558";"TRATAMENTO CIRURGICO DE LINFEDEMA                                                                                                                                                                                                                         ";"3";"I";"0001";"0003";"0300";"0000";"1571";"0000034876";"0000000000";"0000019146";"06";"      ";"9999";"201806"
"0406020566";"TRATAMENTO CIRURGICO DE VARIZES (BILATERAL)                                                                                                                                                                                                               ";"2";"I";"0001";"0001";"0300";"0000";"1571";"0000018164";"0000000000";"0000040040";"06";"      ";"9999";"201806"
"0406020574";"TRATAMENTO CIRURGICO DE VARIZES (UNILATERAL)                                                                                                                                                                                                              ";"2";"I";"0001";"0001";"0300";"0000";"1571";"0000018164";"0000000000";"0000030173";"06";"      ";"9999";"201806"
"0406020582";"TROCA DE AORTA DESCENDENTE (INCLUI ABDOMINAL)                                                                                                                                                                                                             ";"3";"I";"0001";"0008";"0950";"0000";"1571";"0000295637";"0000000000";"0000133084";"06";"      ";"9999";"201806"
"0406020590";"TROMBECTOMIA DO SISTEMA VENOSO                                                                                                                                                                                                                            ";"2";"I";"0001";"0003";"0250";"0000";"1571";"0000030038";"0000000000";"0000026862";"06";"      ";"9999";"201806"
"0406020604";"VALVULOPLASTIAS DO SISTEMA VENOSO PROFUNDO                                                                                                                                                                                                                ";"3";"I";"0001";"0002";"0650";"0000";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406020612";"IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO ESPECIAL)                                                                                                                                                        ";"3";"I";"0001";"9999";"0000";"0000";"1571";"0000020400";"0000000000";"0000010920";"06";"      ";"9999";"201806"
"0406020620";"RETIRADA DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTÁVEL                                                                                                                                                                                   ";"2";"I";"0001";"0001";"0050";"0000";"1571";"0000001540";"0000002074";"0000000534";"06";"      ";"9999";"201806"
"0406030014";"ANGIOPLASTIA CORONARIANA                                                                                                                                                                                                                                  ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406030022";"ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS                                                                                                                                                                                                       ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406030030";"ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT                                                                                                                                                                                                             ";"3";"I";"0001";"0003";"0950";"0216";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406030049";"ANGIOPLASTIA CORONARIANA PRIMÁRIA                                                                                                                                                                                                                         ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000110308";"0000000000";"0000064444";"06";"      ";"9999";"201806"
"0406030057";"ANGIOPLASTIA COM IMPLANTE DE DUPLO STENT EM AORTA/ARTERIA PULMONAR E RAMOS                                                                                                                                                                                ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406030065";"ANGIOPLASTIA EM ENXERTO CORONARIANO                                                                                                                                                                                                                       ";"3";"I";"0001";"0003";"0950";"0216";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406030073";"ANGIOPLASTIA EM ENXERTO CORONARIANO (C/ IMPLANTE DE stent)                                                                                                                                                                                                ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406030081";"ATRIOSEPTOSTOMIA C/ CATETER BALAO                                                                                                                                                                                                                         ";"3";"I";"0001";"0004";"0650";"0000";"1571";"0000066600";"0000000000";"0000039286";"06";"      ";"9999";"201806"
"0406030090";"FECHAMENTO PERCUTANEO DO CANAL ARTERIAL / FISTULAS ARTERIOVENOSAS C/ LIBERACAO DE COILS                                                                                                                                                                   ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000098848";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406030103";"RETIRADA DE CORPO ESTRANHO DE SISTEMA CARDIOVASCULAR POR TECNICAS HEMODINAMICAS                                                                                                                                                                           ";"3";"I";"0001";"0003";"0200";"0000";"1571";"0000053452";"0000000000";"0000012220";"06";"      ";"9999";"201806"
"0406030111";"VALVULOPLASTIA AORTICA PERCUTANEA                                                                                                                                                                                                                         ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000104568";"0000000000";"0000069351";"06";"      ";"9999";"201806"
"0406030120";"VALVULOPLASTIA MITRAL PERCUTANEA                                                                                                                                                                                                                          ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000104568";"0000000000";"0000069351";"06";"      ";"9999";"201806"
"0406030138";"VALVULOPLASTIA PULMONAR PERCUTANEA                                                                                                                                                                                                                        ";"3";"I";"0001";"0003";"0650";"0000";"1571";"0000066600";"0000000000";"0000039286";"06";"      ";"9999";"201806"
"0406030146";"VALVULOPLASTIA TRICUSPIDE PERCUTANEA                                                                                                                                                                                                                      ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000104568";"0000000000";"0000069351";"06";"      ";"9999";"201806"
"0406040010";"ALCOOLIZACAO PERCUTANEA DE HEMANGIOMA E MALFORMACAO VENOSAS (INCLUI ESTUDO ANGIOGRAFICO)                                                                                                                                                                  ";"3";"I";"0001";"0003";"0150";"0000";"1571";"0000022260";"0000000000";"0000006058";"06";"      ";"9999";"201806"
"0406040028";"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILIACOS (C/ STENT)                                                                                                                                                                                  ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000102751";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406040044";"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILIACOS (S/ STENT)                                                                                                                                                                                  ";"3";"I";"0001";"0003";"0950";"0000";"1571";"0000102751";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406040052";"ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)                                                                                                                                                                                           ";"3";"I";"0001";"0003";"0300";"0000";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
"0406040060";"ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (C/ STENT NAO RECOBERTO)                                                                                                                                                                              ";"3";"I";"0001";"0003";"0300";"0000";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
"0406040079";"ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (C/ STENT RECOBERTO)                                                                                                                                                                                  ";"3";"I";"0001";"0003";"0300";"0000";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
"0406040087";"ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO / TRONCOS SUPRA-AORTICOS (SEM STENT)                                                                                                                                                                        ";"3";"I";"0001";"0003";"0300";"0216";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
"0406040095";"ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO OU TRONCOS SUPRA-AORTICOS (C/ STENT NAO RECOBERTO)                                                                                                                                                          ";"3";"I";"0001";"0003";"0300";"0216";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
"0406040109";"ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS C/ STENT NAO RECOBERTO                                                                                                                                                                                       ";"3";"I";"0001";"0003";"0300";"0000";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
"0406040117";"ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS C/ STENT RECOBERTO                                                                                                                                                                                           ";"3";"I";"0001";"0003";"0300";"0000";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
"0406040125";"ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS / RENAIS                                                                                                                                                                                                     ";"3";"I";"0001";"0003";"0300";"0000";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
"0406040133";"ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO / TRONCOS SUPRA-AORTICOS (C/ STENT RECOBERTO)                                                                                                                                                              ";"3";"I";"0001";"0003";"0300";"0216";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
"0406040141";"COLOCACAO PERCUTANEA DE FILTRO DE VEIA CAVA (NA TROMBOSE VENOSA PERIFERICA E EMBOLIA PULMONAR)                                                                                                                                                            ";"3";"I";"0001";"0003";"0300";"0000";"1571";"0000041400";"0000000000";"0000026729";"06";"      ";"9999";"201806"
"0406040150";"CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL C/ ENDOPROTESE RETA / CONICA                                                                                                                                                            ";"3";"I";"0001";"0003";"0950";"0216";"1571";"0000102751";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406040168";"CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL E ILIACAS C/ ENDOPROTESE BIFURCADA                                                                                                                                                      ";"3";"I";"0001";"0003";"0950";"0216";"1571";"0000102752";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406040176";"CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA TORACICA C/ ENDOPROTESE RETA OU CONICA                                                                                                                                                            ";"3";"I";"0001";"0003";"0950";"0216";"1571";"0000102751";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406040184";"CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DAS ILIACAS C/ ENDOPROTESE TUBULAR                                                                                                                                                                         ";"3";"I";"0001";"0003";"0950";"0216";"1571";"0000102751";"0000000000";"0000058724";"06";"      ";"9999";"201806"
"0406040192";"EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCOPICO E/OU ESTUDO ANGIOGRAFICO)                                                                                                                                                   ";"3";"I";"0001";"0004";"0150";"0000";"1571";"0000066600";"0000000000";"0000039936";"06";"      ";"9999";"201806"
