CO_PROCEDIMENTO,NO_PROCEDIMENTO,TB_COMPLEXIDADE,TP_SEXO,QT_MAXIMA_EXECUCAO,QT_DIAS_PERMANENCIA,QT_PONTOS,VL_IDADE_MINIMA,VL_IDADE_MAXIMA,VL_SH,VL_SA,VL_SP,CO_FINANCIAMENTO,CO_RUBRICA,QT_TEMPO_PERMANENCIA,DT_COMPETENCIA
0405040199,TRATAMENTO CIRURGICO DE XANTELASMA                                                                                                                                                                                                                        ,2,I,0002,9999,0000,0144,1571000000,0000000001,1642000000,00,0006  ,    ,999920,1806
0405040202,TRATAMENTO DE PTOSE PALPEBRAL                                                                                                                                                                                                                             ,2,I,0002,0001,0236,0000,1571000003,3513000004,4944000001,14,3106  ,    ,999920,1806
0405040210,REPOSICIONAMENTO DE LENTE INTRAOCULAR                                                                                                                                                                                                                     ,2,I,0001,0001,0450,0000,1571000003,4633000004,5360000001,07,2806  ,    ,999920,1806
0405050011,CAPSULECTOMIA POSTERIOR CIRURGICA                                                                                                                                                                                                                         ,2,I,0001,0001,0150,0000,1571000001,4801000001,8045000001,01,8406  ,    ,999920,1806
0405050020,CAPSULOTOMIA A YAG LASER                                                                                                                                                                                                                                  ,2,I,0002,9999,0000,0000,1571000000,0000000000,7875000000,00,0006  ,    ,999920,1806
0405050038,CAUTERIZACAO DE CORNEA                                                                                                                                                                                                                                    ,2,I,0001,9999,0000,0000,1571000000,0000000000,1914000000,00,0006  ,    ,999920,1806
0405050046,CICLOCRIOCOAGULACAO / DIATERMIA                                                                                                                                                                                                                           ,2,I,0002,0001,0180,0000,1571000004,1832000005,8751000001,69,1906  ,    ,999920,1806
0405050054,CICLODIALISE                                                                                                                                                                                                                                              ,2,I,0001,0001,0200,0000,1571000003,4413000004,5341000001,09,2806  ,    ,999920,1806
0405050062,CORRECAO DE ASTIGMATISMO SECUNDARIO                                                                                                                                                                                                                       ,2,I,0001,9999,0000,0000,1571000000,0000000000,1914000000,00,0006  ,    ,999920,1806
0405050070,CORRECAO CIRURGICA DE HERNIA DE IRIS                                                                                                                                                                                                                      ,2,I,0001,9999,0000,0000,1571000000,0000000002,5920000000,00,0006  ,    ,999920,1806
0405050089,EXERESE DE TUMOR DE CONJUNTIVA                                                                                                                                                                                                                            ,2,I,0001,9999,0000,0000,1571000000,0000000000,8228000000,00,0006  ,    ,999920,1806
0405050097,FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR                                                                                                                                                                                                              ,2,I,0001,0001,0367,0000,1571000003,1896000005,3160000002,12,6406  ,    ,999920,1806
0405050100,FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR                                                                                                                                                                                                              ,2,I,0001,0001,0236,0000,1571000003,7560000004,8360000001,08,0006  ,    ,999920,1806
0405050119,FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR RIGIDA                                                                                                                                                                                                ,2,I,0001,0001,0236,0000,1571000005,3160000006,5160000001,20,0006  ,    ,999920,1806
0405050127,FOTOTRABECULOPLASTIA A LASER                                                                                                                                                                                                                              ,2,I,0002,9999,0000,0000,1571000000,0000000000,4500000000,00,0006  ,    ,999920,1806
0405050135,IMPLANTE DE PROTESE ANTI-GLAUCOMATOSA                                                                                                                                                                                                                     ,2,I,0001,0001,0300,0000,1571000005,8202000000,0000000002,91,5906  ,    ,999920,1806
0405050143,IMPLANTE INTRA-ESTROMAL                                                                                                                                                                                                                                   ,2,I,0001,0001,0450,0000,1571000007,3031000009,0295000003,53,2406  ,    ,999920,1806
0405050151,IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO                                                                                                                                                                                                           ,2,I,0001,0001,0450,0000,1571000008,7483000011,1283000002,38,0006  ,    ,999920,1806
0405050160,INJECAO SUBCONJUTIVAL / SUBTENONIANA                                                                                                                                                                                                                      ,2,I,0001,9999,0000,0000,1571000000,0000000000,0824000000,00,0006  ,    ,999920,1806
0405050178,IRIDECTOMIA CIRURGICA                                                                                                                                                                                                                                     ,2,I,0001,9999,0000,0000,1571000000,0000000002,9746000000,00,0006  ,    ,999920,1806
0405050186,IRIDOCICLECTOMIA                                                                                                                                                                                                                                          ,3,I,0001,0001,0450,0000,1571000004,1732000000,0000000002,01,8406  ,    ,999920,1806
0405050194,IRIDOTOMIA A LASER                                                                                                                                                                                                                                        ,2,I,0002,9999,0000,0000,1571000000,0000000000,4500000000,00,0006  ,    ,999920,1806
0405050208,PARACENTESE DE CAMARA ANTERIOR                                                                                                                                                                                                                            ,2,I,0001,9999,0000,0000,1571000000,0000000000,8228000000,00,0006  ,    ,999920,1806
0405050216,RECOBRIMENTO CONJUNTIVAL                                                                                                                                                                                                                                  ,2,I,0001,0002,0100,0000,1571000001,1723000001,7227000000,55,0406  ,    ,999920,1806
0405050224,RECONSTITUICAO DE FORNIX CONJUNTIVAL                                                                                                                                                                                                                      ,2,I,0001,0001,0200,0000,1571000003,0644000004,3644000001,30,0006  ,    ,999920,1806
0405050232,RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO                                                                                                                                                                                                                   ,3,I,0001,0002,0450,0000,1571000005,7285000000,0000000002,22,0406  ,    ,999920,1806
0405050240,RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR DO OLHO                                                                                                                                                                                                     ,2,I,0001,9999,0000,0000,1571000000,0000000003,3572000000,00,0006  ,    ,999920,1806
0405050259,RETIRADA DE CORPO ESTRANHO DA CORNEA                                                                                                                                                                                                                      ,2,I,0001,9999,0000,0000,1571000000,0000000000,2500000000,00,0006  ,    ,999920,1806
0405050267,SINEQUIOLISE A YAG LASER                                                                                                                                                                                                                                  ,2,I,0002,9999,0000,0000,1571000000,0000000000,4500000000,00,0006  ,    ,999920,1806
0405050283,SUBSTITUICAO DE LENTE INTRA-OCULAR                                                                                                                                                                                                                        ,2,I,0001,9999,0000,0000,1571000000,0000000005,4488000000,00,0006  ,    ,999920,1806
0405050291,SUTURA DE CONJUNTIVA                                                                                                                                                                                                                                      ,2,I,0001,9999,0000,0000,1571000000,0000000000,8228000000,00,0006  ,    ,999920,1806
0405050305,SUTURA DE CORNEA                                                                                                                                                                                                                                          ,2,I,0001,9999,0000,0000,1571000000,0000000001,6408000000,00,0006  ,    ,999920,1806
0405050313,TOPOPLASTIA DO TRANSPLANTE                                                                                                                                                                                                                                ,3,I,0001,0001,0450,0000,1571000007,3217000000,0000000002,33,2806  ,    ,999920,1806
0405050321,TRABECULECTOMIA                                                                                                                                                                                                                                           ,2,I,0001,0001,0236,0000,1571000006,7085000008,9835000002,27,5006  ,    ,999920,1806
0405050356,TRATAMENTO CIRURGICO DE GLAUCOMA CONGENITO                                                                                                                                                                                                                ,2,I,0001,0001,0450,0000,1571000007,9321000000,0000000004,43,5406  ,    ,999920,1806
0405050364,TRATAMENTO CIRURGICO DE PTERIGIO                                                                                                                                                                                                                          ,2,I,0001,9999,0000,0000,1571000000,0000000002,0955000000,00,0006  ,    ,999920,1806
0405050372,FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL                                                                                                                                                                                              ,3,I,0001,0001,0236,0000,1571000006,4296000007,7160000001,28,6406  ,    ,999920,1806
0405050380,CIRURGIA DE CATARATA CONGÊNITA                                                                                                                                                                                                                            ,3,I,0002,0001,0236,0000,0155000006,9188000000,0000000002,03,2806  ,    ,999920,1806
0405050399,TRATAMENTO CIRÚRGICO DE DEISCÊNCIA DE SUTURA DE CÓRNEA                                                                                                                                                                                                    ,2,I,0001,0001,0150,0000,1571000001,2171000001,7212000000,50,4106  ,    ,999920,1806
0405050402,RADIAÇÃO PARA CROSS LINKING CORNEANO                                                                                                                                                                                                                      ,2,I,0001,0001,0150,0120,0491000002,9108000002,9272000000,81,6406  ,    ,999920,1806
0406010013,ABERTURA DE COMUNICACAO INTER-ATRIAL                                                                                                                                                                                                                      ,3,I,0001,0005,0650,0000,0047000079,6032000000,0000000042,86,330404,0049,999920,1806
0406010021,ABERTURA DE ESTENOSE AORTICA VALVAR                                                                                                                                                                                                                       ,3,I,0001,0005,0650,0228,1571000040,7980000000,0000000033,65,3706  ,    ,999920,1806
0406010030,ABERTURA DE ESTENOSE PULMONAR VALVAR                                                                                                                                                                                                                      ,3,I,0001,0005,0650,0228,1571000040,7980000000,0000000033,65,3706  ,    ,999920,1806
0406010048,AMPLIACAO DE VIA DE SAIDA DO VENTRICULO DIREITO E/OU RAMOS PULMONARES                                                                                                                                                                                     ,3,I,0001,0008,0950,0228,1571000073,5769000000,0000000038,29,4706  ,    ,999920,1806
0406010056,AMPLIACAO DE VIA DE SAIDA DO VENTRICULO ESQUERDO                                                                                                                                                                                                          ,3,I,0001,0008,0950,0228,1571000085,2804000000,0000000043,21,1906  ,    ,999920,1806
0406010064,ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL                                                                                                                                                                                                                     ,3,I,0002,0008,0950,0228,1571000065,0873000000,0000000019,23,0306  ,    ,999920,1806
0406010072,ANASTOMOSE CAVO-PULMONAR TOTAL                                                                                                                                                                                                                            ,3,I,0001,0008,0950,0000,0227000107,6250000000,0000000057,95,190404,0049,999920,1806
0406010080,ANASTOMOSE SISTEMICO-PULMONAR                                                                                                                                                                                                                             ,3,I,0001,0005,0650,0228,1571000036,3192000000,0000000019,23,0306  ,    ,999920,1806
0406010099,BANDAGEM DA ARTERIA PULMONAR                                                                                                                                                                                                                              ,3,I,0001,0005,0650,0228,1571000037,0655000000,0000000019,23,0306  ,    ,999920,1806
0406010102,CARDIORRAFIA                                                                                                                                                                                                                                              ,2,I,0001,0005,0650,0000,1571000011,7518000000,0000000006,93,3606  ,    ,999920,1806
0406010110,CARDIOTOMIA P/ RETIRADA DE CORPO ESTRANHO                                                                                                                                                                                                                 ,2,I,0001,0005,0650,0000,1571000011,7518000000,0000000005,61,8706  ,    ,999920,1806
0406010129,COLOCACAO DE BALAO INTRA-AORTICO                                                                                                                                                                                                                          ,2,I,0001,9999,0000,0000,1571000000,4500000000,0000000000,00,0006  ,    ,999920,1806
0406010137,CORRECAO DE ANEURISMA / DISSECCAO DA AORTA TORACO-ABDOMINAL                                                                                                                                                                                               ,3,I,0001,0005,0950,0144,1571000029,8309000000,0000000041,98,3306  ,    ,999920,1806
0406010153,CORRECAO DE ATRESIA PULMONAR E COMUNICACAO INTERVENTRICULAR                                                                                                                                                                                               ,3,I,0001,0008,0950,0000,0047000144,7415000000,0000000077,93,770404,0049,999920,1806
0406010161,CORRECAO DE ATRIO UNICO                                                                                                                                                                                                                                   ,3,I,0001,0008,0950,0000,0227000095,4553000000,0000000051,39,900404,0049,999920,1806
0406010170,CORRECAO DE BANDA ANOMALA DO VENTRICULO DIREITO                                                                                                                                                                                                           ,3,I,0001,0005,0650,0000,0227000071,1660000000,0000000038,32,020404,0049,999920,1806
0406010188,CORRECAO DE COARCTACAO DA AORTA                                                                                                                                                                                                                           ,3,I,0001,0005,0650,0228,1571000037,0655000000,0000000019,23,0306  ,    ,999920,1806
0406010196,CORRECAO DE COMUNICACAO INTER-VENTRICULAR                                                                                                                                                                                                                 ,3,I,0001,0008,0950,0000,0047000102,2038000000,0000000033,65,3706  ,    ,999920,1806
0406010200,CORRECAO DE COMUNICACAO INTER-VENTRICULAR E INSUFICIENCIA AORTICA                                                                                                                                                                                         ,3,I,0001,0008,0950,0000,1571000065,0873000000,0000000033,65,3706  ,    ,999920,1806
0406010218,CORRECAO DE COR TRIATRIATUM                                                                                                                                                                                                                               ,3,I,0001,0008,0950,0000,0227000107,6250000000,0000000057,95,190404,0049,999920,1806
0406010226,CORRECAO DE CORONARIA ANOMALA (0 A 3 ANOS)                                                                                                                                                                                                                ,3,I,0001,0008,0950,0000,0227000144,7415000000,0000000077,93,770404,0049,999920,1806
0406010234,CORRECAO DE DRENAGEM ANOMALA DO RETORNO SISTEMICO                                                                                                                                                                                                         ,3,I,0001,0008,0950,0228,1571000065,0873000000,0000000033,65,3706  ,    ,999920,1806
0406010242,CORRECAO DE DRENAGEM ANOMALA PARCIAL DE VEIAS PULMONARES                                                                                                                                                                                                  ,3,I,0001,0008,0950,0228,1571000065,0873000000,0000000033,65,3706  ,    ,999920,1806
0406010250,CORRECAO DE DRENAGEM ANOMALA TOTAL DE VEIAS PULMONARES                                                                                                                                                                                                    ,3,I,0001,0008,0950,0000,0047000158,0724000000,0000000085,11,590404,0049,999920,1806
0406010269,CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO DIREITO                                                                                                                                                                                                      ,3,I,0001,0015,0950,0000,0047000158,0724000000,0000000085,11,590404,0049,999920,1806
0406010277,CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO ESQUERDO                                                                                                                                                                                                     ,3,I,0001,0008,0950,0000,0047000158,0724000000,0000000085,11,590404,0049,999920,1806
0406010285,CORRECAO DE ESTENOSE AORTICA (0 A 3 ANOS)                                                                                                                                                                                                                 ,3,I,0001,0015,0950,0000,0047000132,8331000000,0000000071,52,550404,0049,999920,1806
0406010293,CORRECAO DE ESTENOSE MITRAL CONGENITA                                                                                                                                                                                                                     ,3,I,0001,0008,0950,0228,1571000085,2804000000,0000000038,29,4706  ,    ,999920,1806
0406010307,CORRECAO DE ESTENOSE SUPRA-AORTICA                                                                                                                                                                                                                        ,3,I,0001,0005,0650,0228,1571000040,7980000000,0000000033,65,3706  ,    ,999920,1806
0406010315,CORRECAO DE FISTULA AORTO-CAVITARIAS                                                                                                                                                                                                                      ,3,I,0001,0008,0950,0228,1571000065,0873000000,0000000033,65,3706  ,    ,999920,1806
0406010323,CORRECAO DE HIPERTROFIA SEPTAL ASSIMETRICA                                                                                                                                                                                                                ,3,I,0001,0008,0950,0228,1571000075,4403000000,0000000033,65,3706  ,    ,999920,1806
0406010331,CORRECAO DE HIPOPLASIA DE VENTRICULO ESQUERDO                                                                                                                                                                                                             ,3,I,0001,0008,0950,0000,0047000158,0713000000,0000000085,11,530404,0049,999920,1806
0406010340,CORRECAO DE INSUFICIENCIA DA VALVULA TRICUSPIDE                                                                                                                                                                                                           ,3,I,0001,0008,0950,0228,1571000075,4403000000,0000000033,65,3706  ,    ,999920,1806
0406010358,CORRECAO DE INSUFICIENCIA MITRAL CONGENITA                                                                                                                                                                                                                ,3,I,0001,0008,0950,0228,1571000065,0863000000,0000000033,65,3706  ,    ,999920,1806
0406010366,CORRECAO DE INTERRUPCAO DO ARCO AORTICO                                                                                                                                                                                                                   ,3,I,0001,0008,0950,0000,0047000158,0724000000,0000000085,11,590404,0049,999920,1806
0406010374,CORRECAO DE JANELA AORTO-PULMONAR                                                                                                                                                                                                                         ,3,I,0001,0008,0950,0000,0227000145,9027000000,0000000078,56,300404,0049,999920,1806
0406010382,CORRECAO DE JANELA AORTO-PULMONAR                                                                                                                                                                                                                         ,3,I,0001,0010,0950,0228,1571000075,4403000000,0000000033,65,3706  ,    ,999920,1806
0406010390,CORRECAO DE LESOES NA TRANSPOSICAO CORRIGIDA DOS VASOS DA BASE                                                                                                                                                                                            ,3,I,0001,0008,0950,0000,0227000117,9780000000,0000000063,52,660404,0049,999920,1806
0406010404,CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL                                                                                                                                                                                                                ,3,I,0001,0005,0650,0228,1571000016,2175000000,0000000019,23,0306  ,    ,999920,1806
0406010412,CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL NO RECEM-NASCIDO                                                                                                                                                                                               ,2,I,0001,0005,0650,0000,0001000016,2175000000,0000000019,23,0306  ,    ,999920,1806
0406010420,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                      ,3,I,0001,0015,0950,0000,0227000145,9027000000,0000000078,56,300404,0049,999920,1806
0406010439,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES                                                                                                                                                                                                              ,3,I,0001,0008,0950,0228,1571000085,2804000000,0000000038,29,4706  ,    ,999920,1806
0406010447,CORRECAO DE TRANSPOSICAO DOS GRANDES VASOS DA BASE (CRIANÇA E ADOLESCENTE)                                                                                                                                                                                ,3,I,0001,0008,0950,0000,0227000158,0724000000,0000000085,11,590404,0049,999920,1806
0406010455,CORRECAO DE TRANSPOSICAO DE GRANDES VASOS DA BASE                                                                                                                                                                                                         ,3,I,0001,0008,0950,0228,1571000075,4403000000,0000000043,21,1906  ,    ,999920,1806
0406010463,CORRECAO DE TRONCO ARTERIOSO PERSISTENTE                                                                                                                                                                                                                  ,3,I,0001,0015,0950,0000,0047000158,0724000000,0000000085,11,590404,0049,999920,1806
0406010471,CORRECAO DE VENTRICULO UNICO                                                                                                                                                                                                                              ,3,I,0001,0008,0950,0000,0047000158,0724000000,0000000085,11,590404,0049,999920,1806
0406010480,CORRECAO DO CANAL ATRIO-VENTRICULAR (PARCIAL / INTERMEDIARIO)                                                                                                                                                                                             ,3,I,0001,0008,0950,0228,1571000065,0873000000,0000000033,65,3706  ,    ,999920,1806
0406010498,CORRECAO DO CANAL ATRIO-VENTRICULAR (TOTAL)                                                                                                                                                                                                               ,3,I,0001,0008,0950,0000,0047000158,0724000000,0000000085,11,590404,0049,999920,1806
0406010501,CORRECOES DE ANOMALIAS DO ARCO AORTICO                                                                                                                                                                                                                    ,3,I,0001,0005,0650,0228,1571000041,9000000000,0000000038,29,4706  ,    ,999920,1806
0406010510,DRENAGEM C/ BIOPSIA DE PERICARDIO                                                                                                                                                                                                                         ,2,I,0001,0003,0300,0000,1571000000,5693000000,0000000002,12,8206  ,    ,999920,1806
0406010528,EXERESE DE CISTO PERICARDICO                                                                                                                                                                                                                              ,3,I,0001,0005,0650,0000,1571000028,7975000000,0000000010,85,7406  ,    ,999920,1806
0406010536,FECHAMENTO DE COMUNICACAO INTERATRIAL                                                                                                                                                                                                                     ,3,I,0001,0005,0650,0228,1571000040,7980000000,0000000033,65,3706  ,    ,999920,1806
0406010544,FECHAMENTO DE COMUNICACAO INTERVENTRICULAR                                                                                                                                                                                                                ,3,I,0001,0005,0650,0228,1571000040,7980000000,0000000033,65,3706  ,    ,999920,1806
0406010552,IMPLANTE C/ TROCA DE POSICAO DE VALVAS (CIRURGIA DE ROSS)                                                                                                                                                                                                 ,3,I,0001,0005,0950,0228,1571000032,4803000000,0000000043,21,1906  ,    ,999920,1806
0406010560,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CAMARA UNICA TRANSVENOSO                                                                                                                                                                                        ,3,I,0001,0002,1000,0000,1571000008,6871000000,0000000007,89,1906  ,    ,999920,1806
0406010579,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO EPIMIOCARDICO POR TORACOTOMIA P/ IMPLANTE DE ELETRODO                                                                                                                                ,3,I,0001,0005,0650,0000,1571000011,9251000000,0000000008,61,8006  ,    ,999920,1806
0406010587,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO                                                                                                                                                                                        ,3,I,0001,0002,1000,0000,1571000008,5496000000,0000000008,61,8006  ,    ,999920,1806
0406010595,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR MULTI-SITIO ENDOCAVITARIO C/ REVERSAO PARA EPIMIOCARDICO POR TORACOTOMIA                                                                                                                                           ,3,I,0001,0005,0650,0000,1571000011,7518000000,0000000008,61,8006  ,    ,999920,1806
0406010609,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO                                                                                                                                                                                      ,3,I,0001,0003,1000,0000,1571000008,6871000000,0000000007,89,1906  ,    ,999920,1806
0406010617,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO ENDOCAVITARIO C/ REVERSAO P/ EPIMIOCARDICO (POR TORACOTOMIA)                                                                                                                                                  ,3,I,0001,0005,0650,0000,1571000011,7518000000,0000000006,13,5606  ,    ,999920,1806
0406010625,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO EPIMIOCARDICO POR TORACOTOMIA P/IMPLANTE DE ELETRODO                                                                                                                                                          ,3,I,0001,0005,0650,0000,1571000011,9251000000,0000000006,13,5606  ,    ,999920,1806
0406010633,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO TRANSVENOSO                                                                                                                                                                                                   ,3,I,0001,0002,1000,0000,1571000008,6871000000,0000000008,61,8006  ,    ,999920,1806
0406010641,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA EPIMIOCARDICO                                                                                                                                                                                                      ,3,I,0001,0002,0550,0000,1571000003,0160000000,0000000004,91,5506  ,    ,999920,1806
0406010650,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO                                                                                                                                                                                                        ,3,I,0001,0002,0550,0000,1571000004,6624000000,0000000005,57,4806  ,    ,999920,1806
0406010668,IMPLANTE DE MARCAPASSO DE CAMARA UNICA EPIMIOCARDICO                                                                                                                                                                                                      ,3,I,0001,0002,0550,0000,1571000003,0520000000,0000000004,91,5506  ,    ,999920,1806
0406010676,IMPLANTE DE MARCAPASSO DE CAMARA UNICA TRANSVENOSO                                                                                                                                                                                                        ,3,I,0001,0002,0550,0000,1571000004,6624000000,0000000005,02,5306  ,    ,999920,1806
0406010684,IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO                                                                                                                                                                                                             ,2,I,0001,0002,0300,0000,1571000001,2639000000,0000000002,38,3606  ,    ,999920,1806
0406010692,IMPLANTE DE PROTESE VALVAR                                                                                                                                                                                                                                ,3,I,0001,0005,0950,0000,1571000029,5637000000,0000000033,65,3706  ,    ,999920,1806
0406010706,INFARTECTOMIA / ANEURISMECTOMIA ASSOCIADA OU NAO A REVASCULARIZACAO MIOCARDICA                                                                                                                                                                            ,3,I,0001,0005,0950,0216,1571000029,5637000000,0000000039,43,2806  ,    ,999920,1806
0406010714,INSTALACAO DE ASSISTENCIA CIRCULATORIA                                                                                                                                                                                                                    ,3,I,0001,0002,0300,0000,1571000000,4950000000,0000000002,16,6806  ,    ,999920,1806
0406010722,INSTALACAO DE CATETER DE TERMODILUICAO                                                                                                                                                                                                                    ,2,I,9999,9999,0000,0000,1571000000,2000000000,0000000000,00,0006  ,    ,999920,1806
0406010730,LIGADURA DE FISTULA SISTEMICO-PULMONAR                                                                                                                                                                                                                    ,3,I,0001,0005,0650,0228,1571000032,2308000000,0000000013,82,5506  ,    ,999920,1806
0406010749,MANUTENCAO DE ASSISTENCIA CIRCULATORIA                                                                                                                                                                                                                    ,3,I,9999,9999,0000,0000,1571000000,4950000000,0000000001,38,6806  ,    ,999920,1806
0406010757,PERICARDIECTOMIA                                                                                                                                                                                                                                          ,3,I,0001,0005,0650,0000,1571000011,4452000000,0000000007,30,6006  ,    ,999920,1806
0406010765,PERICARDIECTOMIA PARCIAL                                                                                                                                                                                                                                  ,3,I,0001,0005,0650,0000,1571000011,4452000000,0000000007,30,6006  ,    ,999920,1806
0406010773,PERICARDIOCENTESE                                                                                                                                                                                                                                         ,2,I,0001,0003,0300,0000,1571000000,4950000000,0000000001,93,4706  ,    ,999920,1806
0406010781,PLASTICA / TROCA DE VALVULA TRICUSPIDE (ANOMALIA DE EBSTEIN)                                                                                                                                                                                              ,3,I,0001,0015,0950,0000,0047000158,0724000000,0000000085,11,590404,0049,999920,1806
0406010790,PLASTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFICIAL                                                                                                                                                                                 ,3,I,0001,0002,0550,0216,1571000002,7177000000,0000000003,95,2306  ,    ,999920,1806
0406010803,PLASTICA VALVAR                                                                                                                                                                                                                                           ,3,I,0001,0005,0950,0000,1571000028,2437000000,0000000032,37,3306  ,    ,999920,1806
0406010811,PLASTICA VALVAR C/ REVASCULARIZACAO MIOCARDICA                                                                                                                                                                                                            ,3,I,0001,0005,0950,0216,1571000029,5637000000,0000000048,00,0006  ,    ,999920,1806
0406010820,PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA                                                                                                                                                                                                                ,3,I,0001,0005,0950,0000,1571000029,5637000000,0000000043,21,1906  ,    ,999920,1806
0406010838,RECONSTRUCAO DA RAIZ DA AORTA                                                                                                                                                                                                                             ,3,I,0001,0005,0950,0216,1571000029,8309000000,0000000041,98,3306  ,    ,999920,1806
0406010846,RECONSTRUCAO DA RAIZ DA AORTA C/ TUBO VALVADO                                                                                                                                                                                                             ,3,I,0001,0005,0950,0216,1571000029,8309000000,0000000048,00,0006  ,    ,999920,1806
0406010854,REPOSICIONAMENTO DE ELETRODOS DE CARDIOVERSOR DESFIBRILADOR                                                                                                                                                                                               ,3,I,0001,0002,0550,0000,1571000002,7177000000,0000000004,59,8106  ,    ,999920,1806
0406010862,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO                                                                                                                                                                                                               ,3,I,0001,0002,0550,0000,1571000002,7177000000,0000000004,73,1406  ,    ,999920,1806
0406010870,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO MULTI-SITIO                                                                                                                                                                                                   ,3,I,0001,0002,0550,0000,1571000002,7177000000,0000000004,59,8106  ,    ,999920,1806
0406010889,RESSECCAO DE ENDOMIOCARDIOFIBROSE                                                                                                                                                                                                                         ,3,I,0001,0005,0850,0000,1571000031,1003000000,0000000028,95,1106  ,    ,999920,1806
0406010897,RESSECCAO DE MEMBRANA SUB-AORTICA                                                                                                                                                                                                                         ,3,I,0001,0005,0650,0228,1571000040,7980000000,0000000028,95,1106  ,    ,999920,1806
0406010900,RESSECCAO DE TUMOR INTRACARDIACO                                                                                                                                                                                                                          ,3,I,0001,0008,0950,0000,1571000075,4403000000,0000000033,65,3706  ,    ,999920,1806
0406010919,RETIRADA DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFICIAL                                                                                                                                                                                                    ,3,I,0001,0002,0550,0000,1571000002,7177000000,0000000002,17,6106  ,    ,999920,1806
0406010927,REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA                                                                                                                                                                                                       ,3,I,0001,0005,0950,0216,1571000029,5637000000,0000000038,00,0006  ,    ,999920,1806
